"Gender","Heart_Attack","age_group","bp_group","bmi_group","cholesterol_group","Confirmed Heart Attack Count","% of Heart Attack in Group","% of Total Population"
"Male","No","Middle Age Adult","Hypertensive Crisis","Obese Class 3","At-Risk","0","0.00","0.00"
"Male","No","Middle Age Adult","Hypertensive Crisis","Obese Class 3","Dangerous","0","0.00","0.00"
"Male","No","Middle Age Adult","Hypertensive Crisis","Obese Class 3","Heart-Healthy","0","0.00","0.01"
"Male","No","Middle Age Adult","Hypertensive Crisis","Obese Class 3","Very High","0","0.00","0.00"
"Male","No","Middle Age Adult","Hypertensive Crisis","Overweight","At-Risk","0","0.00","0.04"
"Male","No","Middle Age Adult","Hypertensive Crisis","Overweight","Dangerous","0","0.00","0.02"
"Male","No","Middle Age Adult","Hypertensive Crisis","Overweight","Heart-Healthy","0","0.00","0.07"
"Male","No","Middle Age Adult","Hypertensive Crisis","Overweight","Very High","0","0.00","0.01"
"Male","No","Middle Age Adult","Hypertensive Crisis","Underweight","At-Risk","0","0.00","0.01"
"Male","No","Middle Age Adult","Hypertensive Crisis","Underweight","Dangerous","0","0.00","0.00"
"Male","No","Middle Age Adult","Hypertensive Crisis","Underweight","Heart-Healthy","0","0.00","0.02"
"Male","No","Middle Age Adult","Hypertensive Crisis","Underweight","Very High","0","0.00","0.00"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Normal","At-Risk","0","0.00","0.30"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Normal","Dangerous","0","0.00","0.16"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Normal","Heart-Healthy","0","0.00","0.50"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Normal","Very High","0","0.00","0.07"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 1","At-Risk","0","0.00","0.04"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 1","Dangerous","0","0.00","0.02"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.06"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 1","Very High","0","0.00","0.01"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 2","At-Risk","0","0.00","0.00"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 2","Very High","0","0.00","0.00"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 3","At-Risk","0","0.00","0.01"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 3","Dangerous","0","0.00","0.00"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 3","Heart-Healthy","0","0.00","0.01"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Obese Class 3","Very High","0","0.00","0.00"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Overweight","At-Risk","0","0.00","0.18"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Overweight","Dangerous","0","0.00","0.10"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Overweight","Heart-Healthy","0","0.00","0.33"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Overweight","Very High","0","0.00","0.04"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Underweight","At-Risk","0","0.00","0.05"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Underweight","Dangerous","0","0.00","0.03"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Underweight","Heart-Healthy","0","0.00","0.09"
"Male","No","Middle Age Adult","Stage 1 Hypertension","Underweight","Very High","0","0.00","0.01"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Normal","At-Risk","0","0.00","0.18"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Normal","Dangerous","0","0.00","0.09"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Normal","Heart-Healthy","0","0.00","0.30"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Normal","Very High","0","0.00","0.04"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","At-Risk","0","0.00","0.02"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","Dangerous","0","0.00","0.01"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.04"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","Very High","0","0.00","0.01"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 2","At-Risk","0","0.00","0.00"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 2","Very High","0","0.00","0.00"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 3","At-Risk","0","0.00","0.00"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 3","Dangerous","0","0.00","0.00"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 3","Heart-Healthy","0","0.00","0.01"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Obese Class 3","Very High","0","0.00","0.00"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Overweight","At-Risk","0","0.00","0.13"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Overweight","Dangerous","0","0.00","0.06"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Overweight","Heart-Healthy","0","0.00","0.20"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Overweight","Very High","0","0.00","0.02"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Underweight","At-Risk","0","0.00","0.03"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Underweight","Dangerous","0","0.00","0.02"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Underweight","Heart-Healthy","0","0.00","0.05"
"Male","No","Middle Age Adult","Stage 2 Hypertension","Underweight","Very High","0","0.00","0.01"
"Male","No","Young Adult","Elevated","Normal","At-Risk","0","0.00","0.24"
"Male","No","Young Adult","Elevated","Normal","Dangerous","0","0.00","0.14"
"Male","No","Young Adult","Elevated","Normal","Heart-Healthy","0","0.00","0.47"
"Male","No","Young Adult","Elevated","Normal","Very High","0","0.00","0.05"
"Male","No","Young Adult","Elevated","Obese Class 1","At-Risk","0","0.00","0.03"
"Male","No","Young Adult","Elevated","Obese Class 1","Dangerous","0","0.00","0.02"
"Male","No","Young Adult","Elevated","Obese Class 1","Heart-Healthy","0","0.00","0.05"
"Male","No","Young Adult","Elevated","Obese Class 1","Very High","0","0.00","0.01"
"Male","No","Young Adult","Elevated","Obese Class 2","At-Risk","0","0.00","0.00"
"Male","No","Young Adult","Elevated","Obese Class 2","Dangerous","0","0.00","0.00"
"Male","No","Young Adult","Elevated","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Male","No","Young Adult","Elevated","Obese Class 2","Very High","0","0.00","0.00"
"Male","No","Young Adult","Elevated","Obese Class 3","At-Risk","0","0.00","0.01"
"Male","No","Young Adult","Elevated","Obese Class 3","Dangerous","0","0.00","0.00"
"Male","No","Young Adult","Elevated","Obese Class 3","Heart-Healthy","0","0.00","0.01"
"Male","No","Young Adult","Elevated","Obese Class 3","Very High","0","0.00","0.00"
"Male","No","Young Adult","Elevated","Overweight","At-Risk","0","0.00","0.17"
"Male","No","Young Adult","Elevated","Overweight","Dangerous","0","0.00","0.09"
"Male","No","Young Adult","Elevated","Overweight","Heart-Healthy","0","0.00","0.27"
"Male","No","Young Adult","Elevated","Overweight","Very High","0","0.00","0.03"
"Male","No","Young Adult","Elevated","Underweight","At-Risk","0","0.00","0.04"
"Male","No","Young Adult","Elevated","Underweight","Dangerous","0","0.00","0.02"
"Male","No","Young Adult","Elevated","Underweight","Heart-Healthy","0","0.00","0.08"
"Male","No","Young Adult","Elevated","Underweight","Very High","0","0.00","0.01"
"Male","No","Young Adult","Healthy","Normal","At-Risk","0","0.00","0.53"
"Male","No","Young Adult","Healthy","Normal","Dangerous","0","0.00","0.30"
"Male","No","Young Adult","Healthy","Normal","Heart-Healthy","0","0.00","0.99"
"Male","No","Young Adult","Healthy","Normal","Very High","0","0.00","0.12"
"Male","No","Young Adult","Healthy","Obese Class 1","At-Risk","0","0.00","0.08"
"Male","No","Young Adult","Healthy","Obese Class 1","Dangerous","0","0.00","0.03"
"Male","No","Young Adult","Healthy","Obese Class 1","Heart-Healthy","0","0.00","0.12"
"Male","No","Young Adult","Healthy","Obese Class 1","Very High","0","0.00","0.02"
"Male","No","Young Adult","Healthy","Obese Class 2","At-Risk","0","0.00","0.00"
"Male","No","Young Adult","Healthy","Obese Class 2","Dangerous","0","0.00","0.00"
"Male","No","Young Adult","Healthy","Obese Class 2","Heart-Healthy","0","0.00","0.01"
"Male","No","Young Adult","Healthy","Obese Class 2","Very High","0","0.00","0.00"
"Male","No","Young Adult","Healthy","Obese Class 3","At-Risk","0","0.00","0.02"
"Male","No","Young Adult","Healthy","Obese Class 3","Dangerous","0","0.00","0.01"
"Male","No","Young Adult","Healthy","Obese Class 3","Heart-Healthy","0","0.00","0.03"
"Male","No","Young Adult","Healthy","Obese Class 3","Very High","0","0.00","0.00"
"Male","No","Young Adult","Healthy","Overweight","At-Risk","0","0.00","0.36"
"Male","No","Young Adult","Healthy","Overweight","Dangerous","0","0.00","0.21"
"Male","No","Young Adult","Healthy","Overweight","Heart-Healthy","0","0.00","0.65"
"Male","No","Young Adult","Healthy","Overweight","Very High","0","0.00","0.08"
"Male","No","Young Adult","Healthy","Underweight","At-Risk","0","0.00","0.09"
"Male","No","Young Adult","Healthy","Underweight","Dangerous","0","0.00","0.06"
"Male","No","Young Adult","Healthy","Underweight","Heart-Healthy","0","0.00","0.16"
"Male","No","Young Adult","Healthy","Underweight","Very High","0","0.00","0.02"
"Male","No","Young Adult","Hypertensive Crisis","Normal","At-Risk","0","0.00","0.04"
"Male","No","Young Adult","Hypertensive Crisis","Normal","Dangerous","0","0.00","0.02"
"Male","No","Young Adult","Hypertensive Crisis","Normal","Heart-Healthy","0","0.00","0.07"
"Male","No","Young Adult","Hypertensive Crisis","Normal","Very High","0","0.00","0.01"
"Male","No","Young Adult","Hypertensive Crisis","Obese Class 1","At-Risk","0","0.00","0.01"
"Male","No","Young Adult","Hypertensive Crisis","Obese Class 1","Dangerous","0","0.00","0.00"
"Male","No","Young Adult","Hypertensive Crisis","Obese Class 1","Heart-Healthy","0","0.00","0.01"
"Male","No","Young Adult","Hypertensive Crisis","Obese Class 1","Very High","0","0.00","0.00"
"Male","No","Young Adult","Hypertensive Crisis","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Male","No","Young Adult","Hypertensive Crisis","Obese Class 2","Very High","0","0.00","0.00"
"Male","No","Young Adult","Hypertensive Crisis","Obese Class 3","At-Risk","0","0.00","0.00"
"Male","No","Young Adult","Hypertensive Crisis","Obese Class 3","Dangerous","0","0.00","0.00"
"Male","No","Young Adult","Hypertensive Crisis","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Male","No","Young Adult","Hypertensive Crisis","Overweight","At-Risk","0","0.00","0.02"
"Male","No","Young Adult","Hypertensive Crisis","Overweight","Dangerous","0","0.00","0.01"
"Male","No","Young Adult","Hypertensive Crisis","Overweight","Heart-Healthy","0","0.00","0.05"
"Male","No","Young Adult","Hypertensive Crisis","Overweight","Very High","0","0.00","0.00"
"Male","No","Young Adult","Hypertensive Crisis","Underweight","At-Risk","0","0.00","0.01"
"Male","No","Young Adult","Hypertensive Crisis","Underweight","Dangerous","0","0.00","0.00"
"Male","No","Young Adult","Hypertensive Crisis","Underweight","Heart-Healthy","0","0.00","0.01"
"Male","No","Young Adult","Hypertensive Crisis","Underweight","Very High","0","0.00","0.00"
"Male","No","Young Adult","Stage 1 Hypertension","Normal","At-Risk","0","0.00","0.17"
"Male","No","Young Adult","Stage 1 Hypertension","Normal","Dangerous","0","0.00","0.09"
"Male","No","Young Adult","Stage 1 Hypertension","Normal","Heart-Healthy","0","0.00","0.30"
"Male","No","Young Adult","Stage 1 Hypertension","Normal","Very High","0","0.00","0.03"
"Male","No","Young Adult","Stage 1 Hypertension","Obese Class 1","At-Risk","0","0.00","0.02"
"Male","No","Young Adult","Stage 1 Hypertension","Obese Class 1","Dangerous","0","0.00","0.01"
"Male","No","Young Adult","Stage 1 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.04"
"Male","No","Young Adult","Stage 1 Hypertension","Obese Class 1","Very High","0","0.00","0.00"
"Male","No","Young Adult","Stage 1 Hypertension","Obese Class 2","At-Risk","0","0.00","0.00"
"Male","No","Young Adult","Stage 1 Hypertension","Obese Class 2","Dangerous","0","0.00","0.00"
"Male","No","Young Adult","Stage 1 Hypertension","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Male","No","Young Adult","Stage 1 Hypertension","Obese Class 3","At-Risk","0","0.00","0.00"
"Male","No","Young Adult","Stage 1 Hypertension","Obese Class 3","Dangerous","0","0.00","0.00"
"Male","No","Young Adult","Stage 1 Hypertension","Obese Class 3","Heart-Healthy","0","0.00","0.01"
"Male","No","Young Adult","Stage 1 Hypertension","Obese Class 3","Very High","0","0.00","0.00"
"Male","No","Young Adult","Stage 1 Hypertension","Overweight","At-Risk","0","0.00","0.11"
"Male","No","Young Adult","Stage 1 Hypertension","Overweight","Dangerous","0","0.00","0.06"
"Male","No","Young Adult","Stage 1 Hypertension","Overweight","Heart-Healthy","0","0.00","0.20"
"Male","No","Young Adult","Stage 1 Hypertension","Overweight","Very High","0","0.00","0.02"
"Male","No","Young Adult","Stage 1 Hypertension","Underweight","At-Risk","0","0.00","0.03"
"Male","No","Young Adult","Stage 1 Hypertension","Underweight","Dangerous","0","0.00","0.01"
"Male","No","Young Adult","Stage 1 Hypertension","Underweight","Heart-Healthy","0","0.00","0.06"
"Male","No","Young Adult","Stage 1 Hypertension","Underweight","Very High","0","0.00","0.01"
"Male","No","Young Adult","Stage 2 Hypertension","Normal","At-Risk","0","0.00","0.10"
"Male","No","Young Adult","Stage 2 Hypertension","Normal","Dangerous","0","0.00","0.05"
"Male","No","Young Adult","Stage 2 Hypertension","Normal","Heart-Healthy","0","0.00","0.18"
"Male","No","Young Adult","Stage 2 Hypertension","Normal","Very High","0","0.00","0.03"
"Male","No","Young Adult","Stage 2 Hypertension","Obese Class 1","At-Risk","0","0.00","0.01"
"Male","No","Young Adult","Stage 2 Hypertension","Obese Class 1","Dangerous","0","0.00","0.01"
"Male","No","Young Adult","Stage 2 Hypertension","Obese Class 1","Heart-Healthy","0","0.00","0.02"
"Male","No","Young Adult","Stage 2 Hypertension","Obese Class 1","Very High","0","0.00","0.00"
"Male","No","Young Adult","Stage 2 Hypertension","Obese Class 2","At-Risk","0","0.00","0.00"
"Male","No","Young Adult","Stage 2 Hypertension","Obese Class 2","Heart-Healthy","0","0.00","0.00"
"Male","No","Young Adult","Stage 2 Hypertension","Obese Class 2","Very High","0","0.00","0.00"
"Male","No","Young Adult","Stage 2 Hypertension","Obese Class 3","At-Risk","0","0.00","0.00"
"Male","No","Young Adult","Stage 2 Hypertension","Obese Class 3","Dangerous","0","0.00","0.00"
"Male","No","Young Adult","Stage 2 Hypertension","Obese Class 3","Heart-Healthy","0","0.00","0.00"
"Male","No","Young Adult","Stage 2 Hypertension","Obese Class 3","Very High","0","0.00","0.00"
"Male","No","Young Adult","Stage 2 Hypertension","Overweight","At-Risk","0","0.00","0.08"
"Male","No","Young Adult","Stage 2 Hypertension","Overweight","Dangerous","0","0.00","0.04"
"Male","No","Young Adult","Stage 2 Hypertension","Overweight","Heart-Healthy","0","0.00","0.12"
"Male","No","Young Adult","Stage 2 Hypertension","Overweight","Very High","0","0.00","0.01"
"Male","No","Young Adult","Stage 2 Hypertension","Underweight","At-Risk","0","0.00","0.02"
"Male","No","Young Adult","Stage 2 Hypertension","Underweight","Dangerous","0","0.00","0.01"
"Male","No","Young Adult","Stage 2 Hypertension","Underweight","Heart-Healthy","0","0.00","0.03"
"Male","No","Young Adult","Stage 2 Hypertension","Underweight","Very High","0","0.00","0.00"
"Male","Yes","Adolescent","Elevated","Normal","At-Risk","43","100.00","0.02"
"Male","Yes","Adolescent","Elevated","Normal","Dangerous","21","100.00","0.01"
"Male","Yes","Adolescent","Elevated","Normal","Heart-Healthy","74","100.00","0.03"
"Male","Yes","Adolescent","Elevated","Normal","Very High","6","100.00","0.00"
"Male","Yes","Adolescent","Elevated","Obese Class 1","At-Risk","5","100.00","0.00"
"Male","Yes","Adolescent","Elevated","Obese Class 1","Dangerous","6","100.00","0.00"
"Male","Yes","Adolescent","Elevated","Obese Class 1","Heart-Healthy","5","100.00","0.00"
"Male","Yes","Adolescent","Elevated","Obese Class 1","Very High","4","100.00","0.00"
"Male","Yes","Adolescent","Elevated","Obese Class 3","At-Risk","2","100.00","0.00"
"Male","Yes","Adolescent","Elevated","Obese Class 3","Dangerous","1","100.00","0.00"
"Male","Yes","Adolescent","Elevated","Obese Class 3","Heart-Healthy","2","100.00","0.00"
"Male","Yes","Adolescent","Elevated","Overweight","At-Risk","20","100.00","0.01"
"Male","Yes","Adolescent","Elevated","Overweight","Dangerous","21","100.00","0.01"
"Male","Yes","Adolescent","Elevated","Overweight","Heart-Healthy","47","100.00","0.02"
"Male","Yes","Adolescent","Elevated","Overweight","Very High","11","100.00","0.00"
"Male","Yes","Adolescent","Elevated","Underweight","At-Risk","9","100.00","0.00"
"Male","Yes","Adolescent","Elevated","Underweight","Dangerous","2","100.00","0.00"
"Male","Yes","Adolescent","Elevated","Underweight","Heart-Healthy","12","100.00","0.00"
"Male","Yes","Adolescent","Elevated","Underweight","Very High","2","100.00","0.00"
"Male","Yes","Adolescent","Healthy","Normal","At-Risk","84","100.00","0.03"
"Male","Yes","Adolescent","Healthy","Normal","Dangerous","47","100.00","0.02"
"Male","Yes","Adolescent","Healthy","Normal","Heart-Healthy","143","100.00","0.05"
"Male","Yes","Adolescent","Healthy","Normal","Very High","22","100.00","0.01"
"Male","Yes","Adolescent","Healthy","Obese Class 1","At-Risk","14","100.00","0.01"
"Male","Yes","Adolescent","Healthy","Obese Class 1","Dangerous","6","100.00","0.00"
"Male","Yes","Adolescent","Healthy","Obese Class 1","Heart-Healthy","19","100.00","0.01"
"Male","Yes","Adolescent","Healthy","Obese Class 1","Very High","4","100.00","0.00"
"Male","Yes","Adolescent","Healthy","Obese Class 2","Heart-Healthy","3","100.00","0.00"
"Male","Yes","Adolescent","Healthy","Obese Class 3","At-Risk","1","100.00","0.00"
"Male","Yes","Adolescent","Healthy","Obese Class 3","Dangerous","5","100.00","0.00"
"Male","Yes","Adolescent","Healthy","Obese Class 3","Heart-Healthy","4","100.00","0.00"
"Male","Yes","Adolescent","Healthy","Obese Class 3","Very High","1","100.00","0.00"
"Male","Yes","Adolescent","Healthy","Overweight","At-Risk","58","100.00","0.02"
"Male","Yes","Adolescent","Healthy","Overweight","Dangerous","24","100.00","0.01"
"Male","Yes","Adolescent","Healthy","Overweight","Heart-Healthy","94","100.00","0.03"
"Male","Yes","Adolescent","Healthy","Overweight","Very High","12","100.00","0.00"
"Male","Yes","Adolescent","Healthy","Underweight","At-Risk","14","100.00","0.01"
"Male","Yes","Adolescent","Healthy","Underweight","Dangerous","9","100.00","0.00"
"Male","Yes","Adolescent","Healthy","Underweight","Heart-Healthy","24","100.00","0.01"
"Male","Yes","Adolescent","Healthy","Underweight","Very High","2","100.00","0.00"
"Male","Yes","Adolescent","Hypertensive Crisis","Normal","At-Risk","5","100.00","0.00"
"Male","Yes","Adolescent","Hypertensive Crisis","Normal","Dangerous","6","100.00","0.00"
"Male","Yes","Adolescent","Hypertensive Crisis","Normal","Heart-Healthy","14","100.00","0.01"
"Male","Yes","Adolescent","Hypertensive Crisis","Obese Class 1","Very High","1","100.00","0.00"
"Male","Yes","Adolescent","Hypertensive Crisis","Overweight","At-Risk","2","100.00","0.00"
"Male","Yes","Adolescent","Hypertensive Crisis","Overweight","Dangerous","2","100.00","0.00"
"Male","Yes","Adolescent","Hypertensive Crisis","Overweight","Heart-Healthy","5","100.00","0.00"
"Male","Yes","Adolescent","Hypertensive Crisis","Overweight","Very High","1","100.00","0.00"
"Male","Yes","Adolescent","Hypertensive Crisis","Underweight","At-Risk","4","100.00","0.00"
"Male","Yes","Adolescent","Hypertensive Crisis","Underweight","Dangerous","1","100.00","0.00"
"Male","Yes","Adolescent","Hypertensive Crisis","Underweight","Heart-Healthy","2","100.00","0.00"
"Male","Yes","Adolescent","Stage 1 Hypertension","Normal","At-Risk","23","100.00","0.01"
"Male","Yes","Adolescent","Stage 1 Hypertension","Normal","Dangerous","17","100.00","0.01"
"Male","Yes","Adolescent","Stage 1 Hypertension","Normal","Heart-Healthy","48","100.00","0.02"
"Male","Yes","Adolescent","Stage 1 Hypertension","Normal","Very High","5","100.00","0.00"
"Male","Yes","Adolescent","Stage 1 Hypertension","Obese Class 1","At-Risk","4","100.00","0.00"
"Male","Yes","Adolescent","Stage 1 Hypertension","Obese Class 1","Dangerous","1","100.00","0.00"
"Male","Yes","Adolescent","Stage 1 Hypertension","Obese Class 1","Heart-Healthy","10","100.00","0.00"
"Male","Yes","Adolescent","Stage 1 Hypertension","Obese Class 3","At-Risk","1","100.00","0.00"
"Male","Yes","Adolescent","Stage 1 Hypertension","Obese Class 3","Heart-Healthy","2","100.00","0.00"
"Male","Yes","Adolescent","Stage 1 Hypertension","Overweight","At-Risk","23","100.00","0.01"
"Male","Yes","Adolescent","Stage 1 Hypertension","Overweight","Dangerous","15","100.00","0.01"
"Male","Yes","Adolescent","Stage 1 Hypertension","Overweight","Heart-Healthy","32","100.00","0.01"
"Male","Yes","Adolescent","Stage 1 Hypertension","Overweight","Very High","6","100.00","0.00"
"Male","Yes","Adolescent","Stage 1 Hypertension","Underweight","At-Risk","3","100.00","0.00"
"Male","Yes","Adolescent","Stage 1 Hypertension","Underweight","Dangerous","1","100.00","0.00"
"Male","Yes","Adolescent","Stage 1 Hypertension","Underweight","Heart-Healthy","14","100.00","0.01"
"Male","Yes","Adolescent","Stage 2 Hypertension","Normal","At-Risk","17","100.00","0.01"
"Male","Yes","Adolescent","Stage 2 Hypertension","Normal","Dangerous","7","100.00","0.00"
"Male","Yes","Adolescent","Stage 2 Hypertension","Normal","Heart-Healthy","29","100.00","0.01"
"Male","Yes","Adolescent","Stage 2 Hypertension","Normal","Very High","2","100.00","0.00"
"Male","Yes","Adolescent","Stage 2 Hypertension","Obese Class 1","At-Risk","1","100.00","0.00"
"Male","Yes","Adolescent","Stage 2 Hypertension","Obese Class 1","Dangerous","1","100.00","0.00"
"Male","Yes","Adolescent","Stage 2 Hypertension","Obese Class 1","Heart-Healthy","4","100.00","0.00"
"Male","Yes","Adolescent","Stage 2 Hypertension","Obese Class 3","Heart-Healthy","2","100.00","0.00"
"Male","Yes","Adolescent","Stage 2 Hypertension","Overweight","At-Risk","20","100.00","0.01"
"Male","Yes","Adolescent","Stage 2 Hypertension","Overweight","Dangerous","4","100.00","0.00"
"Male","Yes","Adolescent","Stage 2 Hypertension","Overweight","Heart-Healthy","18","100.00","0.01"
"Male","Yes","Adolescent","Stage 2 Hypertension","Overweight","Very High","3","100.00","0.00"
"Male","Yes","Adolescent","Stage 2 Hypertension","Underweight","At-Risk","3","100.00","0.00"
"Male","Yes","Adolescent","Stage 2 Hypertension","Underweight","Dangerous","1","100.00","0.00"
"Male","Yes","Adolescent","Stage 2 Hypertension","Underweight","Heart-Healthy","6","100.00","0.00"
"Male","Yes","Adolescent","Stage 2 Hypertension","Underweight","Very High","1","100.00","0.00"
"Male","Yes","Adult","Elevated","Normal","At-Risk","226","100.00","0.08"
"Male","Yes","Adult","Elevated","Normal","Dangerous","108","100.00","0.04"
"Male","Yes","Adult","Elevated","Normal","Heart-Healthy","366","100.00","0.14"
"Male","Yes","Adult","Elevated","Normal","Very High","43","100.00","0.02"
"Male","Yes","Adult","Elevated","Obese Class 1","At-Risk","35","100.00","0.01"
"Male","Yes","Adult","Elevated","Obese Class 1","Dangerous","12","100.00","0.00"
"Male","Yes","Adult","Elevated","Obese Class 1","Heart-Healthy","43","100.00","0.02"
"Male","Yes","Adult","Elevated","Obese Class 1","Very High","2","100.00","0.00"
"Male","Yes","Adult","Elevated","Obese Class 2","Heart-Healthy","1","100.00","0.00"
"Male","Yes","Adult","Elevated","Obese Class 3","At-Risk","10","100.00","0.00"
"Male","Yes","Adult","Elevated","Obese Class 3","Dangerous","1","100.00","0.00"
"Male","Yes","Adult","Elevated","Obese Class 3","Heart-Healthy","16","100.00","0.01"
"Male","Yes","Adult","Elevated","Overweight","At-Risk","146","100.00","0.05"
"Male","Yes","Adult","Elevated","Overweight","Dangerous","73","100.00","0.03"
"Male","Yes","Adult","Elevated","Overweight","Heart-Healthy","253","100.00","0.09"
"Male","Yes","Adult","Elevated","Overweight","Very High","32","100.00","0.01"
"Male","Yes","Adult","Elevated","Underweight","At-Risk","41","100.00","0.02"
"Male","Yes","Adult","Elevated","Underweight","Dangerous","19","100.00","0.01"
"Male","Yes","Adult","Elevated","Underweight","Heart-Healthy","72","100.00","0.03"
"Male","Yes","Adult","Elevated","Underweight","Very High","5","100.00","0.00"
"Male","Yes","Adult","Healthy","Normal","At-Risk","436","100.00","0.16"
"Male","Yes","Adult","Healthy","Normal","Dangerous","277","100.00","0.10"
"Male","Yes","Adult","Healthy","Normal","Heart-Healthy","809","100.00","0.30"
"Male","Yes","Adult","Healthy","Normal","Very High","101","100.00","0.04"
"Male","Yes","Adult","Healthy","Obese Class 1","At-Risk","50","100.00","0.02"
"Male","Yes","Adult","Healthy","Obese Class 1","Dangerous","33","100.00","0.01"
"Male","Yes","Adult","Healthy","Obese Class 1","Heart-Healthy","109","100.00","0.04"
"Male","Yes","Adult","Healthy","Obese Class 1","Very High","4","100.00","0.00"
"Male","Yes","Adult","Healthy","Obese Class 2","At-Risk","4","100.00","0.00"
"Male","Yes","Adult","Healthy","Obese Class 2","Dangerous","2","100.00","0.00"
"Male","Yes","Adult","Healthy","Obese Class 2","Heart-Healthy","5","100.00","0.00"
"Male","Yes","Adult","Healthy","Obese Class 2","Very High","2","100.00","0.00"
"Male","Yes","Adult","Healthy","Obese Class 3","At-Risk","13","100.00","0.00"
"Male","Yes","Adult","Healthy","Obese Class 3","Dangerous","3","100.00","0.00"
"Male","Yes","Adult","Healthy","Obese Class 3","Heart-Healthy","19","100.00","0.01"
"Male","Yes","Adult","Healthy","Obese Class 3","Very High","4","100.00","0.00"
"Male","Yes","Adult","Healthy","Overweight","At-Risk","332","100.00","0.12"
"Male","Yes","Adult","Healthy","Overweight","Dangerous","155","100.00","0.06"
"Male","Yes","Adult","Healthy","Overweight","Heart-Healthy","511","100.00","0.19"
"Male","Yes","Adult","Healthy","Overweight","Very High","62","100.00","0.02"
"Male","Yes","Adult","Healthy","Underweight","At-Risk","86","100.00","0.03"
"Male","Yes","Adult","Healthy","Underweight","Dangerous","32","100.00","0.01"
"Male","Yes","Adult","Healthy","Underweight","Heart-Healthy","144","100.00","0.05"
"Male","Yes","Adult","Healthy","Underweight","Very High","12","100.00","0.00"
"Male","Yes","Adult","Hypertensive Crisis","Normal","At-Risk","43","100.00","0.02"
"Male","Yes","Adult","Hypertensive Crisis","Normal","Dangerous","12","100.00","0.00"
"Male","Yes","Adult","Hypertensive Crisis","Normal","Heart-Healthy","55","100.00","0.02"
"Male","Yes","Adult","Hypertensive Crisis","Normal","Very High","6","100.00","0.00"
"Male","Yes","Adult","Hypertensive Crisis","Obese Class 1","At-Risk","2","100.00","0.00"
"Male","Yes","Adult","Hypertensive Crisis","Obese Class 1","Dangerous","2","100.00","0.00"
"Male","Yes","Adult","Hypertensive Crisis","Obese Class 1","Heart-Healthy","5","100.00","0.00"
